SHEET,CHAIN,CO_OWNED,STATE,SOUTHJ,CENTRALJ,NORTHJ,PA1,PA2,SHORE,NCALLS,EMPFT,EMPPT,NMGRS,WAGE_ST,INCTIME,FIRSTINC,BONUS,PCTAFF,MEALS,OPEN,HRSOPEN,PSODA,PFRY,PENTREE,NREGS,NREGS11,TYPE2,STATUS2,DATE2,NCALLS2,EMPFT2,EMPPT2,NMGRS2,WAGE_ST2,INCTIME2,FIRSTIN2,SPECIAL2,MEALS2,OPEN2R,HRSOPEN2,PSODA2,PFRY2,PENTREE2,NREGS2,NREGS112,FTE1,FTE2,DFTE,GROUP
138,3,1,1,0,0,1,0,0,0,0,4.5,25.5,2.0,,,,1,,2,10.0,11.5,1.12,1.07,1.06,6.0,,1,1,111692,,2.0,33.0,3.0,5.05,26.0,0.2,0.0,2.0,10.0,11.5,1.21,1.01,0.94,6.0,4.0,19.25,21.5,2.25,New Jersey (Treatment)
153,1,0,1,0,0,1,0,0,0,0,0.0,25.0,9.0,,52.0,0.15,0,33.0,1,7.0,17.0,1.0,0.95,0.89,4.0,3.0,1,1,111092,,26.5,10.0,3.0,5.05,26.0,0.15,0.0,2.0,7.0,17.0,1.05,0.95,0.95,3.0,2.0,21.5,34.5,13.0,New Jersey (Treatment)
181,2,0,1,0,0,1,0,0,0,0,0.0,13.0,3.0,,,,0,100.0,1,10.5,11.0,0.91,0.79,2.34,3.0,2.0,1,1,111192,,1.0,15.0,2.0,5.05,,0.25,0.0,1.0,10.5,11.0,0.95,0.9,2.49,3.0,2.0,9.5,10.5,1.0,New Jersey (Treatment)
191,4,0,1,0,0,1,0,0,0,0,30.0,20.0,4.0,,,,0,,2,10.5,12.0,1.06,0.95,1.06,,1.0,1,1,111792,1.0,0.0,25.0,4.0,5.05,6.0,0.25,1.0,2.0,10.5,12.0,1.02,0.94,1.05,2.0,2.0,44.0,16.5,-27.5,New Jersey (Treatment)
236,1,0,1,0,0,1,0,0,0,3,0.0,34.0,4.0,,17.0,,0,95.0,1,7.0,17.0,1.18,1.02,1.06,4.0,3.0,1,1,111792,2.0,23.0,22.0,4.0,5.05,8.0,0.28,1.0,1.0,7.0,18.0,1.1,1.01,0.99,4.0,3.0,21.0,38.0,17.0,New Jersey (Treatment)
254,4,0,1,1,0,0,0,0,1,0,20.0,10.0,3.0,,16.0,,0,,1,7.0,16.0,1.06,0.86,1.06,2.0,2.0,1,1,111492,1.0,28.0,10.0,3.0,5.25,8.0,0.2,1.0,1.0,7.0,15.0,1.0,0.85,1.05,2.0,2.0,28.0,36.0,8.0,New Jersey (Treatment)
255,4,0,1,1,0,0,0,0,0,2,0.0,14.0,3.0,,52.0,0.27,1,10.0,1,7.0,14.0,1.01,0.79,0.85,2.0,2.0,1,1,111392,,8.0,12.0,2.0,,52.0,0.14,0.0,1.0,7.0,14.0,1.0,0.85,2.11,2.0,2.0,10.0,16.0,6.0,New Jersey (Treatment)
294,1,0,1,0,0,1,0,0,0,3,0.0,35.0,3.0,,26.0,0.2,0,70.0,2,7.0,16.0,1.06,0.95,0.95,3.0,3.0,1,1,110992,,0.0,35.0,3.0,5.05,26.0,0.2,0.0,2.0,7.0,16.0,1.05,0.94,0.94,3.0,2.0,20.5,20.5,0.0,New Jersey (Treatment)
306,3,1,1,0,0,1,0,0,0,0,15.0,15.0,3.0,,17.0,,0,,2,6.0,17.0,1.02,,1.06,4.0,4.0,1,1,111792,1.0,6.0,20.0,3.0,5.05,26.0,0.23,0.0,2.0,6.0,18.0,1.11,1.05,1.05,,2.0,25.5,19.0,-6.5,New Jersey (Treatment)
311,4,0,1,0,0,1,0,0,0,2,0.0,30.0,4.0,,26.0,0.32,1,78.0,2,10.5,11.5,0.91,0.91,1.06,2.0,2.0,1,1,111392,,35.0,30.0,3.0,5.05,,0.2,0.0,2.0,10.5,11.5,1.01,0.95,1.05,2.0,2.0,19.0,53.0,34.0,New Jersey (Treatment)
315,1,0,1,1,0,0,0,0,0,0,5.0,19.0,2.0,,4.0,0.25,1,65.0,3,7.0,16.0,1.0,0.85,0.88,3.0,2.0,1,1,110992,,4.5,20.0,2.0,5.05,8.0,0.08,0.0,2.0,7.0,16.0,1.05,0.84,0.87,3.0,2.0,16.5,16.5,0.0,New Jersey (Treatment)
335,1,1,1,1,0,0,0,0,0,0,9.0,10.0,3.0,,13.0,0.17,0,100.0,1,6.0,17.0,1.06,0.92,0.92,5.0,2.0,1,1,111892,3.0,7.0,13.0,3.0,5.05,26.0,0.13,0.0,1.0,6.0,17.0,1.05,0.94,0.94,5.0,2.0,17.0,16.5,-0.5,New Jersey (Treatment)
372,1,1,1,0,0,1,0,0,0,2,0.0,45.0,5.0,,26.0,0.15,1,30.0,3,6.5,19.0,1.1,0.95,1.1,4.0,,1,1,111792,1.0,30.0,20.0,5.0,5.05,8.0,0.08,0.0,2.0,6.5,18.5,1.06,1.05,1.04,4.0,3.0,27.5,45.0,17.5,New Jersey (Treatment)
6,3,1,1,0,1,0,0,0,0,2,2.0,2.0,2.0,5.0,13.0,0.25,0,100.0,1,11.0,7.0,1.2,1.17,2.35,4.0,2.0,1,1,111792,1.0,5.0,2.0,2.0,5.05,13.0,0.15,0.0,1.0,10.0,8.0,1.11,1.01,2.23,4.0,2.0,5.0,8.0,3.0,New Jersey (Treatment)
14,2,0,1,0,1,0,0,0,0,0,10.0,8.0,2.0,5.12,6.0,0.25,0,0.0,3,11.0,11.0,1.06,0.85,2.49,6.0,5.0,1,1,110592,,4.0,17.0,3.0,5.05,13.0,0.25,1.0,2.0,11.0,11.0,1.05,0.94,2.6,6.0,3.0,16.0,15.5,-0.5,New Jersey (Treatment)
26,1,0,1,0,0,1,0,0,0,3,30.0,15.0,4.0,5.56,6.0,,1,,2,7.0,16.0,1.06,0.91,0.98,4.0,2.0,1,1,111792,2.0,10.0,20.0,4.0,5.05,,,0.0,2.0,7.0,16.0,1.01,0.94,0.94,5.0,4.0,41.5,24.0,-17.5,New Jersey (Treatment)
27,2,1,1,0,1,0,0,0,0,2,4.0,10.0,4.0,5.0,,0.37,0,0.0,1,11.0,10.0,1.06,0.85,2.34,4.0,3.0,1,1,111292,,0.0,7.0,4.0,5.05,26.0,0.25,0.0,1.0,11.0,10.0,1.05,0.84,2.53,4.0,3.0,13.0,7.5,-5.5,New Jersey (Treatment)
30,2,0,1,0,0,1,0,0,0,4,6.0,4.0,2.0,5.0,13.0,0.37,0,0.0,1,11.0,10.0,1.06,1.06,2.53,2.0,2.0,1,1,111292,,4.0,3.0,2.0,5.05,19.0,0.25,1.0,1.0,11.0,10.0,0.94,0.92,2.69,2.0,2.0,10.0,7.5,-2.5,New Jersey (Treatment)
31,2,0,1,0,1,0,0,0,0,2,4.0,16.0,3.0,5.25,13.0,0.15,0,0.0,2,11.0,11.0,1.03,1.06,2.56,4.0,3.0,1,1,111492,3.0,6.0,15.0,5.0,5.05,26.0,0.25,0.0,1.0,10.5,12.5,1.0,1.05,2.64,4.0,4.0,15.0,18.5,3.5,New Jersey (Treatment)
33,3,0,1,0,0,1,0,0,0,0,12.0,20.0,4.0,5.0,26.0,0.25,0,7.0,2,6.0,17.0,1.02,1.07,0.95,5.0,4.0,1,1,111392,,6.0,11.0,5.0,5.05,,0.2,0.0,2.0,6.0,17.0,1.11,1.06,1.05,4.0,2.0,26.0,16.5,-9.5,New Jersey (Treatment)
36,4,0,1,0,1,0,0,0,0,0,8.0,12.0,4.0,5.5,30.0,0.17,1,0.0,2,10.5,13.0,1.02,0.91,2.57,2.0,2.0,1,1,111492,,10.0,35.0,6.0,5.05,26.0,0.15,1.0,2.0,10.5,12.5,0.95,0.89,1.19,2.0,2.0,18.0,33.5,15.5,New Jersey (Treatment)
77,3,0,1,0,0,1,0,0,0,0,6.0,50.0,4.0,5.0,4.0,0.15,0,100.0,2,6.0,19.0,1.18,1.07,1.17,6.0,5.0,1,1,111992,4.0,4.0,60.0,3.0,5.05,52.0,0.15,0.0,2.0,6.0,19.0,1.06,1.06,1.05,6.0,2.0,35.0,37.0,2.0,New Jersey (Treatment)
78,3,1,1,0,0,1,0,0,0,0,13.0,10.0,3.0,5.0,26.0,0.15,0,0.0,2,6.0,17.0,1.12,1.02,1.02,4.0,2.0,1,1,111392,,10.0,12.0,2.0,5.05,26.0,0.1,0.0,2.0,7.0,16.0,1.11,1.01,1.05,5.0,3.0,21.0,18.0,-3.0,New Jersey (Treatment)
81,4,0,1,0,0,1,0,0,0,4,25.0,13.0,3.0,5.0,26.0,0.1,0,95.0,2,10.0,12.0,1.06,0.98,1.06,2.0,2.0,2,1,121592,3.0,0.0,45.0,4.0,5.05,,,1.0,2.0,10.5,11.5,1.11,0.98,2.07,2.0,1.0,34.5,26.5,-8.0,New Jersey (Treatment)
82,4,0,1,0,0,1,0,0,0,6,8.0,14.5,3.0,5.0,13.0,0.37,1,0.0,2,10.5,13.5,1.06,1.03,1.06,2.0,2.0,1,1,111492,,25.0,8.0,4.0,5.05,13.0,0.18,1.0,2.0,10.5,13.5,1.11,0.98,1.05,2.0,2.0,18.25,33.0,14.75,New Jersey (Treatment)
85,1,0,1,0,1,0,0,0,1,3,7.0,20.0,3.0,5.5,26.0,0.52,0,1.0,1,9.0,12.5,1.12,1.02,1.02,5.0,4.0,1,1,111692,,0.0,35.0,3.0,5.05,26.0,0.18,0.0,1.0,9.0,12.5,1.11,1.01,1.05,5.0,1.0,20.0,20.5,0.5,New Jersey (Treatment)
89,1,1,1,0,1,0,0,0,0,2,10.0,6.0,3.0,5.0,13.0,0.17,0,0.0,2,7.0,16.0,1.09,0.95,1.04,3.0,2.0,1,1,111092,,6.0,25.0,6.0,5.5,4.0,0.63,0.0,2.0,7.0,16.0,1.11,1.01,1.05,3.0,3.0,16.0,24.5,8.5,New Jersey (Treatment)
94,2,0,1,0,1,0,0,0,0,2,0.0,25.0,5.0,5.0,26.0,0.25,0,0.0,3,11.0,10.0,1.06,0.8,2.56,,,1,1,111292,,2.0,20.0,4.0,5.05,52.0,0.25,0.0,1.0,11.0,10.0,1.05,0.79,2.53,3.0,,17.5,16.0,-1.5,New Jersey (Treatment)
112,4,0,1,0,0,1,0,0,0,0,4.0,26.0,3.0,5.0,13.0,0.2,0,80.0,2,10.0,14.0,1.06,0.98,1.06,2.0,2.0,2,1,121392,9.0,5.0,25.0,6.0,5.05,28.0,0.18,0.0,2.0,10.5,12.5,1.11,1.09,2.07,,,20.0,23.5,3.5,New Jersey (Treatment)
128,2,1,1,0,1,0,0,0,0,3,6.5,7.5,2.0,5.0,,0.15,0,,2,11.0,11.0,1.06,0.85,2.34,4.0,2.0,1,1,111492,1.0,3.0,16.0,2.0,5.05,26.0,0.25,0.0,1.0,11.0,11.0,1.05,0.79,2.32,3.0,2.0,12.25,13.0,0.75,New Jersey (Treatment)
129,3,0,1,0,1,0,0,0,0,3,20.0,20.0,3.0,5.25,26.0,0.05,0,0.0,2,6.0,16.0,1.1,1.0,0.74,6.0,4.0,1,1,111392,,7.0,18.0,4.0,5.05,52.0,0.25,0.0,2.0,6.0,16.0,1.11,1.0,0.89,4.0,3.0,33.0,20.0,-13.0,New Jersey (Treatment)
131,3,0,1,0,1,0,0,0,0,2,15.0,25.0,4.0,5.5,4.0,0.37,1,10.0,2,6.0,17.0,1.06,1.06,1.06,5.0,2.0,2,1,121692,2.0,8.0,22.0,3.0,5.05,,,0.0,2.0,7.0,15.0,1.05,1.11,1.05,5.0,4.0,31.5,22.0,-9.5,New Jersey (Treatment)
144,4,0,1,0,1,0,0,0,0,2,10.0,30.0,3.0,5.05,26.0,0.15,1,0.0,2,10.5,12.5,0.91,0.85,1.06,2.0,2.0,1,1,111792,1.0,4.0,37.0,3.0,5.05,26.0,0.35,1.0,2.0,10.5,12.5,0.94,0.94,1.26,2.0,2.0,28.0,25.5,-2.5,New Jersey (Treatment)
145,1,0,1,0,0,1,0,0,0,0,5.0,17.0,3.0,5.0,13.0,0.15,1,0.0,2,7.0,16.0,1.06,0.95,0.95,3.0,2.0,1,1,111092,,10.0,8.0,4.0,5.28,26.0,0.13,1.0,2.0,7.0,16.0,1.05,0.96,0.95,3.0,2.0,16.5,18.0,1.5,New Jersey (Treatment)
147,1,0,1,0,0,1,0,0,0,0,8.5,6.5,3.0,5.12,8.0,0.25,0,100.0,2,7.0,14.0,1.12,0.89,0.95,2.0,2.0,1,1,111892,1.0,6.0,0.0,3.0,5.25,13.0,0.38,0.0,2.0,7.0,14.0,1.13,0.91,0.91,2.0,2.0,14.75,9.0,-5.75,New Jersey (Treatment)
148,1,0,1,0,0,1,0,0,0,4,4.5,30.0,4.0,5.25,26.0,0.17,1,0.0,2,7.0,17.0,1.06,0.95,0.95,3.0,2.0,1,1,111092,,7.5,30.0,4.0,5.05,26.0,0.2,1.0,2.0,7.0,17.0,1.05,0.94,0.94,3.0,3.0,23.5,26.5,3.0,New Jersey (Treatment)
152,1,0,1,0,0,1,0,0,0,0,35.0,15.0,4.0,5.12,9.0,0.67,1,10.0,1,7.0,15.0,1.17,0.95,1.02,3.0,2.0,1,1,111092,,12.0,13.5,5.0,5.05,13.0,0.28,0.0,2.0,7.0,15.0,1.16,0.94,0.94,3.0,3.0,46.5,23.75,-22.75,New Jersey (Treatment)
157,2,0,1,0,0,1,0,0,0,0,10.0,5.0,3.0,5.0,26.0,0.25,0,0.0,1,10.5,12.0,0.91,0.85,2.34,3.0,3.0,1,1,111792,2.0,12.0,8.0,2.0,5.5,26.0,0.25,0.0,1.0,10.5,11.0,0.95,0.83,2.47,2.0,2.0,15.5,18.0,2.5,New Jersey (Treatment)
161,3,1,1,0,0,1,0,0,0,0,8.0,25.0,4.0,5.0,19.0,0.15,0,2.0,2,6.0,17.0,1.12,1.02,1.06,7.0,3.0,1,1,111992,4.0,26.0,12.0,4.0,5.05,,,0.0,2.0,6.0,17.0,1.11,1.06,1.05,7.0,5.0,24.5,36.0,11.5,New Jersey (Treatment)
163,3,1,1,0,0,1,0,0,0,0,12.0,18.0,3.0,5.0,13.0,0.15,0,11.0,2,6.0,16.5,1.2,1.07,1.06,3.0,3.0,1,1,111292,,1.5,33.0,3.0,5.05,26.0,0.15,0.0,2.0,7.0,15.0,,,,,,24.0,21.0,-3.0,New Jersey (Treatment)
164,3,1,1,0,0,1,0,0,0,0,4.0,30.0,4.0,5.0,26.0,0.1,0,3.0,2,5.0,19.0,1.12,1.02,1.06,5.0,3.0,1,1,111292,,5.0,15.0,3.0,5.05,52.0,0.15,0.0,2.0,6.0,17.0,1.11,1.06,1.05,5.0,3.0,23.0,15.5,-7.5,New Jersey (Treatment)
165,4,0,1,0,0,1,0,0,0,1,20.0,10.0,3.0,5.0,15.0,0.27,1,60.0,2,10.5,12.5,1.06,0.89,1.06,3.0,2.0,1,1,111792,1.0,10.0,17.0,4.0,5.05,14.0,0.13,0.0,2.0,10.5,12.5,1.05,0.98,1.05,2.0,2.0,28.0,22.5,-5.5,New Jersey (Treatment)
169,1,1,1,0,0,1,0,0,0,0,12.0,33.0,4.0,5.0,13.0,0.25,0,50.0,2,7.0,16.0,1.1,0.94,1.04,3.0,3.0,1,1,111692,,20.0,6.0,4.0,5.05,52.0,0.15,0.0,2.0,7.0,16.0,1.11,1.05,1.05,3.0,3.0,32.5,27.0,-5.5,New Jersey (Treatment)
170,1,1,1,0,0,1,0,0,0,1,10.0,20.0,3.0,5.0,52.0,0.52,0,0.0,2,7.0,16.0,1.1,1.02,1.08,3.0,2.0,1,1,111092,,20.0,20.0,4.0,5.05,4.0,,0.0,1.0,7.0,16.0,1.29,1.11,1.18,4.0,4.0,23.0,34.0,11.0,New Jersey (Treatment)
187,3,0,1,0,0,1,0,0,1,0,4.0,20.0,3.0,5.62,26.0,0.52,0,2.0,2,7.0,15.0,1.12,1.09,1.06,4.0,3.0,1,1,111292,,5.0,17.5,3.0,5.05,13.0,0.2,0.0,2.0,7.0,15.0,1.11,1.06,1.05,4.0,4.0,17.0,16.75,-0.25,New Jersey (Treatment)
190,3,1,1,0,0,1,0,0,0,0,5.0,42.0,4.0,5.0,26.0,0.12,1,,2,6.0,16.0,1.02,1.07,1.06,5.0,,1,1,111292,,7.0,30.0,4.0,5.05,26.0,0.18,0.0,2.0,7.0,15.0,1.05,1.01,1.74,5.0,3.0,30.0,26.0,-4.0,New Jersey (Treatment)
196,4,1,1,0,0,1,0,0,0,0,8.0,19.0,4.0,5.0,26.0,0.2,0,,2,10.5,11.5,0.95,0.85,1.06,2.0,2.0,1,1,111392,,0.0,30.0,3.0,5.05,26.0,0.18,0.0,2.0,10.5,12.5,1.0,0.9,2.11,2.0,2.0,21.5,18.0,-3.5,New Jersey (Treatment)
197,1,0,1,0,0,1,0,0,0,0,23.0,10.0,4.0,5.0,26.0,0.25,0,50.0,2,7.0,17.0,0.99,0.89,0.89,3.0,2.0,1,1,111792,1.0,5.0,21.0,5.0,5.05,26.0,0.13,0.0,3.0,7.0,17.0,1.05,0.95,0.95,3.0,1.0,32.0,20.5,-11.5,New Jersey (Treatment)
234,1,0,1,0,0,1,0,0,0,2,0.0,10.0,3.0,5.0,26.0,,0,0.0,2,7.0,16.0,1.12,,0.49,2.0,2.0,1,1,111892,2.0,10.0,4.0,3.0,5.05,26.0,,0.0,2.0,7.0,16.0,1.04,1.01,0.58,3.0,2.0,8.0,15.0,7.0,New Jersey (Treatment)
240,3,1,1,0,0,1,0,0,0,0,15.0,35.0,3.0,5.1,26.0,0.25,0,20.0,2,6.0,17.0,1.18,1.02,1.06,6.0,4.0,1,1,111692,1.0,15.0,15.0,3.0,5.05,26.0,0.15,0.0,2.0,6.0,17.0,1.1,1.0,1.05,6.0,4.0,35.5,25.5,-10.0,New Jersey (Treatment)
242,3,1,1,0,0,1,0,0,0,0,25.0,10.0,3.0,5.25,13.0,0.25,1,0.0,2,6.0,17.0,1.1,1.02,1.06,5.0,4.0,1,1,111192,,12.0,10.0,3.0,5.05,8.0,0.2,1.0,2.0,7.0,16.0,1.11,1.06,1.05,6.0,4.0,33.0,20.0,-13.0,New Jersey (Treatment)
245,3,0,1,0,0,1,0,0,0,3,15.0,8.0,3.0,5.5,,,0,0.0,1,8.5,13.5,1.2,1.02,1.02,4.0,2.0,1,1,111792,3.0,8.0,12.0,4.0,5.05,26.0,,0.0,1.0,8.5,13.0,1.11,1.11,1.05,5.0,1.0,22.0,18.0,-4.0,New Jersey (Treatment)
259,1,0,1,1,0,0,0,0,0,0,13.0,12.0,4.0,5.0,4.0,0.25,0,50.0,2,7.5,14.5,1.02,0.85,0.85,3.0,3.0,1,1,110992,,15.0,15.0,4.0,5.05,,,0.0,2.0,7.5,14.5,1.05,,0.84,3.0,3.0,23.0,26.5,3.5,New Jersey (Treatment)
268,1,1,1,1,0,0,0,0,0,1,10.0,18.0,4.0,5.0,26.0,0.17,1,0.0,2,7.0,15.0,1.02,0.85,0.85,5.0,4.0,1,1,110992,,0.0,42.5,2.0,5.05,26.0,0.25,1.0,2.0,7.0,15.0,0.94,0.78,0.84,4.0,4.0,23.0,23.25,0.25,New Jersey (Treatment)
271,2,1,1,1,0,0,0,0,0,3,0.0,13.0,2.0,5.0,13.0,0.1,0,38.0,2,11.0,11.0,1.02,0.79,2.34,4.0,2.0,1,1,111792,1.0,0.0,15.0,3.0,5.05,8.0,0.1,0.0,2.0,11.0,12.0,0.9,0.73,2.28,4.0,3.0,8.5,10.5,2.0,New Jersey (Treatment)
272,2,1,1,1,0,0,0,0,0,4,4.0,11.0,3.0,5.05,4.0,0.2,0,0.0,1,11.0,11.0,0.95,0.74,2.34,4.0,2.0,1,1,111492,1.0,2.0,14.0,3.0,5.25,26.0,0.2,0.0,2.0,11.0,12.0,0.94,0.73,2.32,4.0,3.0,12.5,12.0,-0.5,New Jersey (Treatment)
274,2,1,1,1,0,0,0,0,0,0,0.0,15.0,2.0,5.5,26.0,0.12,0,27.0,2,11.0,10.0,0.91,0.74,2.34,4.0,3.0,1,1,111392,,3.0,7.0,3.0,5.05,26.0,0.2,0.0,1.0,11.0,11.0,,,2.32,,,9.5,9.5,0.0,New Jersey (Treatment)
276,2,1,1,1,0,0,0,0,0,3,5.0,10.0,3.0,5.0,26.0,0.25,0,0.0,2,11.0,10.5,0.95,0.74,2.19,4.0,3.0,1,1,111392,,5.0,15.0,3.0,5.05,26.0,0.28,0.0,3.0,11.0,12.0,0.95,0.73,2.32,5.0,3.0,13.0,15.5,2.5,New Jersey (Treatment)
296,1,1,1,0,0,1,0,0,0,0,5.0,16.0,4.0,5.3,26.0,0.25,0,50.0,2,7.0,16.0,1.06,0.95,1.01,3.0,3.0,1,1,111892,3.0,4.0,9.0,6.0,5.05,13.0,,0.0,2.0,7.0,16.0,1.05,0.94,1.0,3.0,2.0,17.0,14.5,-2.5,New Jersey (Treatment)
299,2,1,1,0,0,1,0,0,0,0,3.0,8.0,2.0,5.0,26.0,,0,0.0,1,10.5,11.5,1.06,0.85,2.34,3.0,2.0,1,1,111792,1.0,6.0,12.0,2.0,5.05,13.0,0.25,0.0,1.0,11.0,11.5,1.05,0.84,2.32,3.0,2.0,9.0,14.0,5.0,New Jersey (Treatment)
301,2,1,1,0,0,1,0,0,0,4,8.0,12.0,5.0,5.0,11.0,0.36,1,0.0,3,11.0,10.5,1.06,0.85,2.34,3.0,1.0,1,1,111492,1.0,2.0,7.0,1.0,5.05,4.0,0.5,0.0,2.0,11.0,10.5,0.94,0.84,2.32,3.0,2.0,19.0,6.5,-12.5,New Jersey (Treatment)
320,2,0,1,1,0,0,0,0,1,0,5.0,9.0,2.0,5.0,13.0,0.12,1,0.0,2,11.0,12.0,1.12,0.8,2.45,4.0,4.0,1,1,111392,,4.0,6.0,3.0,5.05,,,0.0,1.0,11.0,11.0,1.05,0.84,2.43,4.0,3.0,11.5,10.0,-1.5,New Jersey (Treatment)
321,2,0,1,1,0,0,0,0,1,0,3.0,14.0,3.0,5.0,,0.25,0,10.0,2,10.5,12.5,1.12,0.85,2.45,4.0,2.0,1,1,111492,2.0,4.0,11.0,2.0,5.05,13.0,0.15,0.0,1.0,11.0,12.0,1.05,0.84,2.43,4.0,3.0,13.0,11.5,-1.5,New Jersey (Treatment)
324,3,0,1,1,0,0,0,0,0,2,20.0,46.0,5.0,5.25,26.0,0.2,0,0.0,2,0.0,24.0,1.18,1.06,,5.0,2.0,2,1,121892,4.0,22.0,39.0,5.0,5.05,52.0,0.25,1.0,2.0,0.0,24.0,1.22,1.05,1.05,5.0,2.0,48.0,46.5,-1.5,New Jersey (Treatment)
326,3,1,1,1,0,0,0,0,1,3,18.0,45.0,5.0,5.15,11.0,0.15,0,7.0,2,0.0,24.0,1.26,0.99,,4.0,3.0,1,1,111892,1.0,0.0,45.0,4.0,5.05,,,0.0,2.0,0.0,24.0,1.22,,1.05,4.0,2.0,45.5,26.5,-19.0,New Jersey (Treatment)
330,4,0,1,1,0,0,0,0,1,0,4.0,16.0,3.0,5.42,13.0,0.12,1,0.0,1,10.5,15.5,1.01,0.86,0.95,2.0,2.0,1,1,111392,,3.0,20.0,3.0,5.67,52.0,0.25,0.0,1.0,10.5,14.5,0.94,0.79,1.26,2.0,2.0,15.0,16.0,1.0,New Jersey (Treatment)
334,1,0,1,1,0,0,0,0,0,0,10.0,10.0,3.0,5.0,4.0,0.17,0,0.0,3,9.0,12.5,0.91,0.91,0.91,3.0,3.0,1,1,110992,,0.0,20.0,3.0,5.05,26.0,0.18,,3.0,9.0,12.5,0.9,0.9,0.85,3.0,2.0,18.0,13.0,-5.0,New Jersey (Treatment)
349,3,1,1,1,0,0,0,0,0,1,2.5,27.0,5.0,5.0,6.0,0.15,0,10.0,2,6.0,16.0,1.12,0.91,0.95,3.0,3.0,1,1,111192,,0.0,20.0,4.0,5.05,4.0,0.18,0.0,2.0,7.0,15.0,1.01,1.01,0.94,3.0,3.0,21.0,14.0,-7.0,New Jersey (Treatment)
354,4,0,1,1,0,0,0,0,0,3,14.0,7.0,3.0,5.06,4.0,0.25,1,10.0,1,10.5,10.5,0.95,0.86,0.95,2.0,2.0,1,1,111392,,9.0,7.0,3.0,5.05,13.0,0.23,0.0,1.0,10.5,10.5,1.0,0.85,0.94,2.0,2.0,20.5,15.5,-5.0,New Jersey (Treatment)
356,4,0,1,1,0,0,0,0,0,3,11.5,10.0,4.0,5.05,13.0,,1,0.0,1,10.5,11.5,0.95,0.8,1.06,2.0,2.0,1,1,111492,,0.0,28.0,4.0,5.05,17.0,0.15,1.0,1.0,10.5,11.5,1.0,0.85,1.05,2.0,2.0,20.5,18.0,-2.5,New Jersey (Treatment)
357,4,0,1,0,0,1,0,0,0,1,4.5,20.0,3.0,5.0,16.0,0.2,0,100.0,1,10.5,11.5,0.95,0.86,0.95,2.0,2.0,1,1,111392,,21.0,6.0,3.0,5.25,13.0,0.25,0.0,1.0,10.5,12.5,1.0,0.84,2.35,2.0,2.0,17.5,27.0,9.5,New Jersey (Treatment)
371,1,0,1,0,0,1,0,0,0,0,12.0,23.0,4.0,5.0,13.0,0.15,0,100.0,2,7.0,16.0,1.06,1.02,0.95,3.0,3.0,1,1,110792,,11.0,22.0,5.0,5.25,26.0,,0.0,3.0,7.0,16.0,,,,4.0,2.0,27.5,27.0,-0.5,New Jersey (Treatment)
373,1,1,1,0,0,1,0,0,0,0,14.0,12.0,4.0,5.0,4.0,0.25,0,100.0,2,6.5,15.5,1.01,0.95,1.03,6.0,3.0,1,1,110792,,18.0,15.0,4.0,5.05,13.0,0.25,1.0,2.0,6.5,15.5,1.1,0.94,1.02,6.0,5.0,24.0,29.5,5.5,New Jersey (Treatment)
375,1,0,1,0,0,1,0,0,0,3,25.0,10.0,4.0,5.25,26.0,0.25,1,0.0,1,7.0,15.0,1.02,0.8,,4.0,2.0,1,1,111692,1.0,0.0,25.0,4.0,5.5,26.0,0.1,1.0,1.0,7.0,15.0,1.05,0.94,1.01,3.0,3.0,34.0,16.5,-17.5,New Jersey (Treatment)
378,1,1,1,0,0,1,0,0,0,4,10.0,8.0,4.0,5.0,52.0,0.1,0,,2,6.5,18.5,1.1,0.96,1.1,5.0,5.0,1,1,110792,,20.0,15.0,4.0,5.05,52.0,0.25,1.0,2.0,6.0,19.0,1.05,0.99,1.03,6.0,4.0,18.0,31.5,13.5,New Jersey (Treatment)
381,1,0,1,0,0,1,0,0,0,0,10.0,20.0,4.0,5.0,13.0,0.5,1,0.0,2,6.5,16.5,1.27,1.17,1.1,4.0,2.0,1,1,111692,,15.0,15.0,5.0,5.05,8.0,0.47,1.0,2.0,6.5,16.5,1.37,1.16,1.16,4.0,2.0,24.0,27.5,3.5,New Jersey (Treatment)
406,4,1,1,0,0,1,0,0,0,0,12.0,35.0,4.0,5.0,,0.32,0,0.0,1,10.5,11.5,1.02,,2.14,2.0,2.0,1,1,111392,,17.0,22.0,4.0,5.5,13.0,,,1.0,10.5,12.5,0.84,0.94,1.99,2.0,2.0,33.5,32.0,-1.5,New Jersey (Treatment)
407,4,1,1,0,0,1,0,0,0,2,5.0,10.0,2.0,5.75,26.0,0.15,1,0.0,2,11.0,10.5,1.17,1.17,1.38,1.0,1.0,1,1,111392,,8.0,7.0,3.0,5.5,26.0,0.15,0.0,2.0,11.0,10.5,1.05,1.16,2.32,1.0,1.0,12.0,14.5,2.5,New Jersey (Treatment)
409,1,0,1,0,0,1,0,0,0,0,3.0,60.0,2.0,5.0,39.0,,0,0.0,1,7.0,15.0,1.19,0.87,0.95,3.0,3.0,1,1,111792,2.0,0.0,15.0,3.0,5.05,,,0.0,1.0,7.0,15.0,1.09,1.04,1.01,3.0,3.0,35.0,10.5,-24.5,New Jersey (Treatment)
